id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
1397,"""只能给三星了，因为真的觉得没什么好吃的，对这个价位来说，要改进的还很多。只能吃小火锅，每个人还要加5元。菜品也就是普通的，海鲜也就是有墨鱼仔，小螃蟹(从来不敢吃死蟹)，大蟹腿等。无论是熟食还是涮品都没有任何出众的让人印象深刻的东西。甜品和水果也不够好。但是环境确实不错，这种风格很适合年轻人聚餐。总得来说，同等口味的自助首推红透天和阿茵籽，性价比超高，还都是火锅和烤肉两全。如果讲求环境，这里也可以选择。""",,,,,,,,,,,,,,,,,,,,
1398,"""朋友想吃东南亚才，选择了交通方便的这家，在万菱汇负一层的中央，位置好找。店面不大，里面桌位摆设较挤。人不算多，不用排位，整个早餐下来一直有三四桌的空位。
三个人点了四菜一汤共198元，不算贵，特别优惠是满100元后烤鸡只需10元，因为个人对越南菜不大感冒，也不知道口味算不算正宗，以对咖喱味道的感觉是一般。
整餐下来，最不满意的是服务，不是服务态度不好，而是叫加个水居然叫了十来次，每个人都应一声等等后就没下文了！""",,,,,,,,,,,,,,,,,,,,
1399,"""只能说超值，有10元是押金即是38代90，在三楼换卡，里面有十几间店可以选，可以逐家试这点挺好的，就是有些店的话团购之前的秒杀套餐会比较实惠，粥粉面饭类用卡划算一个人的话可以吃好几次，这次去的是袁氏面馆和芋观园再加上辛明洞年糕料理，服务员态度好，都是公共餐桌，做好给你端过来，袁氏面馆外面展示的牛肉粉看着很诱人，实际煮还是有差距的分量够牛肉大片有四五片左右，年糕火锅用的是之前的秒杀套餐，所以卡里还剩挺多钱的，就是可惜这样的活动不多""",,,,,,,,,,,,,,,,,,,,
1400,"""这么火的饭店我给分低是有原因的
首先是排队，没有电子叫号可以理解，但是为什么不排号？？所以就在门口这一排凳子硬排咩？？所以人一步也走不开，每进去一桌，大家在集体起身，集体平移，非常复古啊呵呵。更过分的是，老板首先安排熟客，在我们前面进去吃饭，这样帮助熟客插队还有没有规矩了？那干脆不要设排队啊！
叫到我们，又把我们赶出去，能不能统一一下再叫我们？？呵呵
说菜品吧，河蚌里面的菜老得令人发指，不过味道还罢了。葱油鱼片还算清爽，但是分量小。木桶肥牛说是特别好吃，也就一般吧，就是普通的肥牛啊。银鱼蒸蛋味道有点淡了，但是蛋确实比较嫩。古老肉就是普通的古老肉，无功无过吧。反倒是豆沙圆子很赞！桂花很香，圆子很软，我吃了三小碗呢！
珍珠饭店，徒有名气，管理混乱，菜品一般，去过不改变的话，被淘汰只是迟早的事。""",,,,,,,,,,,,,,,,,,,,
1401,"""建设路这家是新分店，黑色调，比老店空间不知大多少倍。环境体验起来舒服不少。除了点了几份肉滑，还加点了响铃也就是腐竹卷，竹笙，杂菜，出前一丁，人均100多，吃到这样的食材不等位情况下算物有所值。餐位费每人5块，因为用餐时间比较短，店家送了一扎柠檬茶味道不错。用餐前会把调料拿上来，配上喜欢的酱料就撤下，个人觉得店里的食材原汁原味够好吃，无需再沾酱料。面食放最后，吸收了汤汁又能饱肚，如果还有肚量能吃下九节虾就满足咯。个人经验觉得单点比点一个海鲜拼盘好，拼盘里有些贝壳类未必人人都中意，单点可以完全点自己喜欢的最好系多人去可以试多几种野。""",,,,,,,,,,,,,,,,,,,,
1402,"""早上八点的火车，保险起见6点就到了。火车站附近原本就没什么好吃的，何况还这么早。过了安检后麦当劳就成了唯一选择。一进门冻死个人！鸡皮疙瘩马上就起来了，现在都提倡节能环保，需要把冷气开着么凉吗。还好我们从北京过来，马上开箱子取衣服！老公和我妈都想喝粥，不想吃别的，两个带粥带汉堡和薯饼的套餐刚刚好～42块，还好～店里面装潢很漂亮，完全不像火车站破旧的风格，我很喜欢。站内站外是两个区域，玻璃门隔开，很有新意。就是太冷了！""",,,,,,,,,,,,,,,,,,,,
1403,"""很早前就知道日月光那里开了家便便餐厅，就是一直没机会去，这次917点评网活动居然看到星游城也开了一家，距离近了，就过去尝尝，说实话，没有我想象中的好，就环境装修的主题特色，就是一般简餐，而且价格也不便宜，点了两份鸡翅，BBQ烤翅和辣翅味道都一般，我点了一个传统肉酱面，这端上来的盘子我真怀疑有没有洗干净，灯光照下来盘子旁边都是油渍，瞬间胃口下降，还有朋友点的咖喱料理都好稀疏，虾仁都没有外面图片上来的那么大，马桶5号就是巧克力冰激凌，味道也一般，好像马桶2-4号是黄色盘子，很大一盆～看到别人点的，还有焦糖吐司，一个字：甜
总体来说吧，主题餐厅就是装修上和菜品摆盘上多出了新意，楼下那个海盗主题餐厅也是一般～感觉不会来第二次了～还有，卫生情况值得堪忧呀～性价比不高，不做推荐""",,,,,,,,,,,,,,,,,,,,
1404,"""【引子】孵化了以闽菜主流——福州菜为主打产品、还原老福州味道、弘扬福州悠久文化的“醉得意”餐饮连锁品牌，在福州各大“闽菜”餐馆中，正逐渐占据一席之地哦！
商铺名称：“醉得意(台江万达店)”
商铺地址：福建省福州市 台江区 鳌江路8号台江万达广场B1楼 ，世纪联华门口右侧
商铺电话： 
商铺简介：
福州“醉得意”隶属于醉排骨连锁餐饮有限公司，是福建省一家拥有知名品牌的企业。他们家自1996年创办第一家专营闽菜的餐饮店以来，现已发展成为集餐饮、休闲、娱乐为一体的连锁性综合机构了哦！~
据说，“醉得意”创始人的祖辈是福州的民间大厨，旦凡喜事、寿宴都会邀请他掌勺下厨，更有甚者特地拜师求艺哦！~他们家的特点是秘制酱料、烹饪方法保证了菜品的色、香、味。醉得意创始人通过“醉排骨”在消费者心目中树立的深刻印象，逐渐让“醉得意”的品牌成为“醉排骨”的代名词，让人想到“醉排骨”的时候，立马就联系到“醉得意”这个餐饮品牌，从而通过消费者的自我传播，很快扩大品牌影响力和知名度。
商铺环境：
位于台江万达的这家醉得意，其实是刚开业不久的新店。
店内最有特色的是他们家的碗筷，都是到前台柜台领取的，每一份碗筷用木质提篮装着消毒过的白色瓷碗、汤勺以及黑色筷子。
他们家打造中式精致舒适环境，以视觉冲突为亮点，宽敞的空间，干净的环境，独特的摆设，营造醉得意最独特的环境。
商铺服务：
服务员手脚麻利，点单速度很快哦！~拿来他们家的专属菜单和铅笔，顾客自助点完单，服务员还会再确认一遍，然后就下单了。上菜速度也是快得惊人！转眼间，点的几样菜就上齐了，真是杠杠滴！
值得一提的是，当时还加了一道干锅包菜，服务员提示说金椒片片鱼内已经有包菜了，再点就会重复，于是心里立即暖意升腾！给服务员点赞哈！
商铺产品：
【醉排骨】 1份 8元
“醉排骨”是福州的传统名菜，福州人每逢过年过节，几乎家家户户都会做这道菜，无人不知无人不爱，在餐桌上可以说是被秒杀的一道菜。切小块的排骨入锅油炸，和同样油炸过的马铃薯块一起大火翻炒加秘制调料后出锅，排骨香酥甜嫩，连骨渣都可以啃得动哦！土豆块酸酸甜甜，很适合下饭！
【好吃钵钵骨】 1份 30元
这道钵钵骨，用的是猪大骨，每一根大骨取骨肉相连处啃来，味道真是出乎意料！再一看，钵钵骨是用大个不锈钢碗盆端上来的，还用酒精灯加热，大盆里除了骨汁之外，还有虾米提鲜。他们家按照传统酱骨头，提升手法，做出来的钵钵骨，一定要趁热吃，肉质非常鲜嫩哦！
【金椒片片鱼】 1份 38元——— 推荐菜肴！——
一大盆片片鱼，盆底部一样用酒精喷火加热，每一片都好大块哦！鱼片下面是包菜，虽然口感不如干锅包菜那么香甜，但是不要忽略了此菜的核心——鱼片！鱼肉入口弹滑，味鲜肉嫩，回味无穷！推荐大家一点要点哦！很好吃呢！
【串香虾】 1份30元
虾用竹签串起来，用胡椒粉等佐料洒在经过处理的虾上，个人感觉虾肉有些柴，可能火候太过了一些，不过味道也是棒棒哒！如果虾肉肉质更嫩一些，就完美了！

另外推荐大碗泡椒田鸡、大碗泡椒活鱼、农家鱼头王，都挺不错的哈！

综合评价：
“醉排骨”目前在福州也发展了好多家分店，他们家专业的服务素质、温欣的笑容、华丽的装饰，给顾客带来愉快的心灵体验与高品味享受。推荐单位或者住宅附近有“醉得意”分店的小伙伴们，不妨去他们家也吃一吃哦！~""",,,,,,,,,,,,,,,,,,,,
1405,"""大众点评做活动时团的券相当便宜觉得不去有点可惜 看了评论褒贬不一 想着应该也差不到哪去的便前去一探究竟 结果失望至极 之前别人评论里介绍的好吃的菜品很多都没有了 菜品种比较少 菜价虽然不是很贵但份量不是很多 老板服务态度超好 因为菜不够吃又临时团了一张券 价格比之前贵了18块钱 突然觉得大众的活动真的是太好太好了 最后最最让我不爽的是不知道是菜的问题还是本人脆弱的肠胃系统与她家的菜八字不和 总之我吃完拉肚子了 唉 反正是不会再去了""",,,,,,,,,,,,,,,,,,,,
1406,"""服务给差评是因为前台态度非常不好。
电话预订的时候，跟酒家反复确认包房内电视必须能收看抗战胜利阅兵，也说好我们十点可以进入包房，十一点后提供餐饮倒没问题。
可是，九月三日九点半我先到达，前台的一个工作人员说我是一点方可进入包厢，我立即提出质疑，说明前一天在电话里已和酒家确认十点可以进入包房收看阅兵。她问我，你电话里是和谁确认的？我说，我并不知道跟我通话的人是张三还是李四，我只知道她是代表你们店方给我的确认！
这时，前台的另一个工作人员表示我现在就可以进入包房，但是餐饮十一点包房服务员上班后才能提供。我说没问题，这个我在电话里已经表示过接受。
虽然上述经历已经使得我很不开心，但是不能不说，包房服务员的服务还是很周到的，端茶倒水也挺积极。
菜色的话，除了红烧鱼唇比较特别，其它就没有什么亮点啦""",,,,,,,,,,,,,,,,,,,,
1407,"""环境差，门口不停的播放机器人朗读的重庆老灶火锅的活动广告是声音挺大，不停的循环循环。
再说吃的，非常的咸，菜品质量不好。调料是自助调，开始我按习惯加了几种，回来一吃比咸菜咸。后来弄了点纯麻酱依然很咸。饮料挺贵，可乐没大瓶的，一听6元。比如上的藕片非常细还是黑黑的，牛肉比较老。说是水果免费，但基本拿不到，每次服务员就上一点，上的西瓜还超级慢。临桌服务员上菜洒到顾客身上。
总之这家店不值得来，吃亏上当就这一回。""",,,,,,,,,,,,,,,,,,,,
1408,"""来过很多次了！！味道服务依旧很好！！！之前一直在吃对面的青柠花园。自从知道来了城市花园就再也没去过青柠了。这家的服务、味道都要比青柠的好，价钱实惠而且分量也挺多了，这次点了个179的套餐2人都没吃完， 而且还赠送了好多东西：甜点，饮料。还有我最爱的小面！包，本来是一人一个的，但我还是厚着脸皮多向宋面包的师傅多要了一个，结果那师傅还是面脸笑容的给了我一个，用餐的全过程都有小妹给我们煮菜，个个都是笑脸相迎，在她们的脸上没有看到半点的不耐烦，大赞他们家的服务！他们家的海鲜也好便宜哦！虾是1.5元一只，鲍鱼是5元一只！而且都是很新鲜的，虾上过来是用竹签穿好的，都还是活奔乱跳的，太划算了！！！！现在也新出了一个中午的套饭，一种是之前的炒饭原价是49元！！现在做活动才29元！！！还要赠送一份甜点，一杯果汁（咖啡），小面包随便吃哦！！还有一个是东阴功汤的海鲜套餐，套餐里面的东西也挺多的：有青口贝，鱿鱼，虾……还有搭配好的蔬菜，这个套餐也同样赠送：一份甜点，一杯果汁，还有小面包，但这个只有中午才有的，简直不敢相信，太划算了吧！！！服务好！味道好！环境好！价钱合适！以后吃海鲜火锅就来城市花园了，爱死他们家了！！！""",,,,,,,,,,,,,,,,,,,,
1409,"""位置就在科学馆地铁站附近，公车站是市委或者新闻大厦，下车都要走大概10分钟，导航一下，很容易找到的。直接去到负一楼找到麦当劳，旁边就是了。一进去看到老板娘在哄小孩，画面还挺温馨的，位置不算多，但是挺雅致的。看到柠檬网推荐的，所以就跑来试了。点的都是推荐的美食，本来还想点手工麻薯的，但是想到不太喜欢花生粉，还是算了。这里还有88折的团购，别忘记团了再吃哦。
首先上的是古早香肠，吃进口肉质超扎实，也很香，一度想着后面还没吃饱的话再来一碟，可惜已经吃饱了啊。第二个上的是荠菜云吞，大大颗的六个，虽然是菜，好像有点点肉末吧，反正我这个不爱吃菜的也是怒吞了三颗，汤也是超浓的，好喝！
接下来就是重头戏，摩天轮拉！造型超抢眼的拉，里面分别有五个小吃，分别是甜不辣，香酥鸡，花枝丸，土豆饼和一个类似春卷还是腐竹卷的东西。最好吃的就是甜不辣了，吃惯了热的那种，炸的好像还是第一次吃，蘸着番茄酱，超赞的拉！花枝丸超弹牙，味道也是棒棒的。香酥鸡炸的刚刚好，也很不错。土豆饼造型弄的是一个笑脸，很可爱，不过吃多了会腻啊，毕竟是淀粉。至于那个春卷我是不太爱吃，油油的，里面也没什么味道，一般般啦。
最后还点了两个茶点，烧麦和虾饺，不过个人感觉一般般啦，可以不点。
总体还是很不错的，下次有机会再来试别的云吞和三杯鸡，这次吃的还是很满足的，摩天轮都没吃完，太可惜了啊。
喜欢台湾小吃的亲，无比推荐啊！！！""",,,,,,,,,,,,,,,,,,,,
1410,"""正好带儿子到光启城玩，点评搜索到了这家，感觉还挺不错的，就来吃了。这家的价格真心便宜啊！记忆深刻的干炒牛河才18元啊！现在哪里还有这等价格啊？外面都是38元起的，很多58元都大把啊！这个价格真是业界良心价了。

餐前有免费水果和茶水供应，我们一共3个大人，1个小孩，点了烧味三拼、盐焗鸡、炒河粉、云吞面、清炒虾仁、菠萝咕咾肉、冻柠茶，用了点评的买单结账的，最后只有220，感觉好便宜啊！

菠萝咕咾肉做的不错，很地道，冻柠茶也很有香港味道，店里的服务员很热情，服务很好。""",,,,,,,,,,,,,,,,,,,,
1411,"""第一次被抽中试吃，超级激动\(≧▽≦)/。废话不多说，先说说环境吧，因为是坐在外面的所以并没有看见里面是什么样子，不过听说里面一小桌一小桌的感觉很有情调啊。
其次说说菜吧，感覺好几个菜都甜度太大，炒年糕来的比较晚，黑椒海鲜炒的，加了糖，味道很奇怪，不过黑椒海鲜炒饭味道可以，个人挺喜欢的。还有不得不说的烤鱼，味道够了，最最推荐的就是烤鱼里的蔬菜煮的烂了非常入味，很喜欢，当然可能因为个人比较喜欢吃辣的原因。烤鸡本来叫服务员拆开，可是服务员非说自己手撕才有感觉，好吧(∩_∩)只能自己拆了，味道的话有点咸，不过皮肉一起吃正好。饮料很好喝，喝了以后不腻，冰冰的把嘴里菜的重口中和了。
中间有表演哦，因为拍了小视频所以没有照片^_^大家可以自己去看哦，都是服务员自己跳的。
总的来讲还可以，推荐大家可以去尝尝(^_^)""",,,,,,,,,,,,,,,,,,,,
1412,"""晚上家庭聚会，提前订了包房位子。车子停在背后大楼的空地上，10块钱，可以到店里报销。冷菜里色拉中规中矩，栗子是时令菜。乳鸽很嫩，每半只分成3块，配椒盐粉很不错。片皮烤鸭老婆喜欢吃。热菜中的虾球是这家店的特色，外面是面包，里面是虾肉和蟹肉，咬下去有汤汁，趁热吃。黄鱼馄饨也不错，一整条黄鱼烧汤，配合着酸菜鲜味全进入汤中，汤中放了蛤蜊，更加鲜味。然后加入的小馄饨就完全吸收了其他的鲜味。一人一碗全部吃掉了。""",,,,,,,,,,,,,,,,,,,,
1413,"""永旺广场开业以来就经常过来了，主要这个广场里面设施好而且大一些，环境也比其他这边的广场好一些，在永旺超市出口出来可以看见一家贡茶奶茶店，还记得这家店从第一次和小姐妹去喝，以后每次就经常过来喝它家的奶茶了，我喝几个闺蜜都是个奶茶一族，特别特别一族的人、基本奶茶店都喝过来了，但是从来没有固定过哪一家，第一次喝是和几个闺蜜一起，可能因为周六要排队，但是个人感觉那么多人排队买、肯定有他的特别之处、反正没有什么事情、也吃过饭了，就乖乖滴滴排队吧、我点了相思豆奶茶其他几个姐妹点了布丁奶茶和珍珠奶茶，这家店的几个店员服务态度蛮好的，有几个店员每次过去都可以看见他们微笑的服务、就是排排队也高兴、他们会问你需要什么糖份的、本人不喜欢太甜，那样喝起来会很腻、这一点很多奶茶店是没有的服务，感觉还是蛮好的，而去好多奶茶店都没有他们店员的热情度高个人感觉，这家奶茶店很是值得推荐的店，一，店员给人的感觉特别温馨的为大家服务，二，可以选择自己喜欢的温度和糖份，三、价格合理大众消费，反正每次过来我都会买，有时候朋友过来也会叫朋友带给我，推荐大家喝一下看看，五星好评，""",,,,,,,,,,,,,,,,,,,,
1414,"""独一佳老胡湘菜馆，让我想起了我的第二故乡，正宗的湘菜，好吃！

相信李哈，没错的。

【位置】：
    东二环与矿山路路口向内约300米，刘南村公交车站附近。

【菜品及品味】：
    从这家吃完饭，我第一次觉得我不可能学好做一个厨子了。大厨的手艺真是没得挑，牛，真牛！我完全不可能学到他那个水平了。
    我在湖南上的学，湖南就是我的第二故乡，我对湘菜有一种特殊的感情。这家店的菜味和当年在湖南的感觉一样，很好，很亲切。让我想起我了我的青春年代，想起了老师和同学。
  

    》》——黄焖鱼——《《
    很好看，也很入味。不过不能煮的时间太久，容易把肉煮烂掉。第一个推荐的菜。

    》》——牛尾——《《
    很久没有吃牛尾了，和大皮院穆萨砂锅的牛尾是不同的感觉，牛皮很好吃，肉不是太多，很好吃。

    》》——金钱蛋——《《
    这道菜一上来，让我彻底放弃了学一名厨师的念头，我完全没有想到鸡蛋还可以这样做。好吃又好看！根据我的感觉，应该是先把鸡蛋煮或蒸熟，横向切成三到四片后再用油炸，炸到皮脆不易烂的程度，再用红辣椒等入锅炒制。精彩！


    》》——米豆腐——《《
    和陕西的搅团有点类似的口味，吃起来还可以，但算不上惊艳。

    》》——空心菜——《《
    我的最爱。想当年，穷学生只能吃这种最便宜的菜，几十年过去了，依然觉得那么好吃。

    》》——鱼杂——《《
    从来没想过，鱼的内脏也可以做菜，而且还那么好吃。

    》》——炒黄瓜——《《
    没有使用我们平常吃的那种细细的、弯弯的黄瓜，用的是那种粗一点、圆一点的黄瓜。看起来，吃起来都很特别，好吃。
  
    》》——绝味茄子——《《
    颜色搭配很到位，下面是白色的茄子条，上面的绿色的小线椒。吃起来也很好吃。


【环境】：
    店里面比较干净，环境很好。

【服务】：
    服务很好，上菜很快。
     
【交通】：
    可乘20路区间、48路等公交车到刘南村下车即到。""",,,,,,,,,,,,,,,,,,,,
1415,"""到福州一定要吃佛跳墙，各种评论都说这家好，就慕名而来，原来是个酒店的中餐厅，可想而知，生意霸气的很，国庆期间只有中套餐，佛跳墙套和福寿全套两种，好在按人分，除佛跳墙外400元左右外每人一人135元，还要外加10%的服务费，爱吃不吃，好像偶人数比较好，多个三人来后一看这方式就不吃走了，但店名气大不愁没有吃客，很快要等位了。除佛跳墙外，其他可选菜品虽然味道不错，但每样就那么两种，实在选不出什么，比如荔枝肉和排骨选，昨天刚吃了荔枝肉，只好选排骨，也是甜呼呼的，不好吃，而主食是海鲜炒细面和普通面，让人怎么选？有名就是任性，好吃、有名也不要如此吧。好在偶尔来一次，忍着吃吧。服务员也一般，可能五点一过就到了的缘故，毛巾和水都没有，找服务员说等着，好在后来的小姑娘服务员还认真周到，不然我早就不客气了。佛跳墙味道确实不错，一招鲜吃遍天，言之不虚！价格也实在不便宜，好吃也无所谓，但那百分之十的服务费实在肉疼，不值！""",,,,,,,,,,,,,,,,,,,,
1416,"""万达四楼，蒸爱甜甜馆的旁边。门口竖立着一个大铜牛。吃过几次了，总体感觉还不错，个别菜不是特别满意，大部分菜式还不错，基本都可以无功无过，当然也有个人特别喜欢的。店内菜牌上说的热销菜--牛尾锅，本来很期待，不过可能期待太高所以更容易与现实有出入。总体来说，就是襄阳家常味的牛尾锅，没有特别好味道，但也不算难吃，可以接受。烤羊腿骨挺大一只，表皮的味道还是不错的，里面没有表皮的滋味，就差些让人不想吃里面的肉咯。炒菜类里的牛百叶其实是道凉菜，不过拌匀了拌开了吃味道酸爽开胃下饭，蛮好吃的。炒牛肚也好吃，牛肚分量再多些就更好了。莜面卷和杂粮酥饼味道也不错。每次都点。黄米凉糕是糯米和小米蒸出来然后沾桂花蜜吃的，比较清淡。清火牛肉养生汤，就真心是败笔了，卖相不怎么样就算了，味道也没亮点也算了，牛肉片很硬，有水牛肉的嫌疑。""",,,,,,,,,,,,,,,,,,,,
1417,"""来吃过两次，第一次是点的安慕希系列炒酸奶，团购15.9，感觉味道很一般，也可能是“火候”不够，味道太酸了，而且酸奶几乎快要融化了的感觉，粘粘糊糊的。之后就对吴小姐的酸奶无爱了。
第二次是忽然特别想吃超酸奶，结果之前中意的那家倒闭了，没办法，只能再来吃一次了。第二次点了莫斯利安系列，团购12.9。味道还不错，抹茶味的我很喜欢，也可能是好久没吃超酸奶了，舌头不挑剔，哈哈下次还会来哒。
对了他家每次都要排队，排了将近15分钟呢，差一点电影就错过开场了。店员说可以加她微信，提前做好，不用排队。""",,,,,,,,,,,,,,,,,,,,
1418,"""这是第二次去吃他家了，第一次去的时候找了好半天，竟然在柏威年的洞洞里！第一次点了推荐的咖喱牛肉粉丝，量小的可怜，味道一般，每次去都点经典生煎和三鲜全汇，先说经典的，味道可以说在大连生煎里算是好吃的，但是跟上海的还是没法比！蟹粉生煎吃不出啥味道，没感觉有蟹粉味道，黄鱼的还可以能吃出鱼的味道！这次还点了菌汤小馄饨，真是小的可怜，没什么馅，不太好吃。玉米汁还可以，味道不错。双皮奶忘记照相了，推荐他家的双皮奶，真的不错，感觉比尖沙嘴的好！酸辣菜真是太咸了，不喜欢！再说说他家的服务，就一个服务员，后厨一个人，上菜真是太慢了，而且还上错菜，服务真的得提高了，不然顾客真的会越来越少了！""",,,,,,,,,,,,,,,,,,,,
1419,"""猪圈火锅，锅底感觉很干净，不上火，就是价格有点高了~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~··""",,,,,,,,,,,,,,,,,,,,
1420,"""很感谢大众点评抽中我参加星洲椰场的同城活动。几天前跟朋友约在九方吃饭，还笑称要抢星洲椰场的替补，结果首发被抽中，感觉有点奇妙。

【位置】

九方广场L3楼，地铁罗宝线华强路B出口，蛇口线华强北C出口，公交华富路和上海宾馆站都很近。交通方便。

【环境】

精致清新，轻奢风，进店会看到琳琅满目的进口食品。大屏幕播放“维秘秀”，前卫新潮。

【服务】

服务很高效，有求必应，及时专业。

【菜品】

#椰子鸡#

鸡肉新鲜，肉质爽滑。椰青水再浓郁些更佳，口感很清甜。肥牛和猪五花肉质新鲜，香菇和豆苗都用剪子现剪下来，很有乐趣,口感也很清新。虾肉很弹，蟹子肉少了些。煲仔饭有点稀，饭粒不是颗颗分明，酱油也不均匀。圣女果脱皮焯水用糖腌制，口感很特别。泰国椰青非常新鲜，椰冻盛赞，爽滑无比，用料丰富。""",,,,,,,,,,,,,,,,,,,,
1421,"""服务不好，有的客人进来了会问人家吸烟不，有的不问，我们不吸烟的直接被带到吸烟区了。微信上有消费满100送大闸蟹的活动，店内没有任何标示。菜品一般，卤味还不错，素菜也可以，海鲜粥两个人小份很撑，但是粥很黄，吃完嘴里很难受，应该是好多调料味精吧。点的排骨粥，118元，配料有虾和干贝，不过虾有个别不新鲜微臭，其他大部分都是肉质不饱满很干瘪的，不知道点纯虾蟹粥会不会好点。微信注册会员送20代金券也是用不了的，注册完根本没反应，问店员也不知道情况。快吃完的时候还有人在旁边一直纠缠没送大闸蟹的问题，最后被撵跑。既然没有诚意做活动那何必搞这些噱头，难怪没人气。再不会来了。""",,,,,,,,,,,,,,,,,,,,
1422,"""【南京美食第一店】第一站就来到了正宗的南京大排档，环境很有当地特色，古香古色的感觉。基本都是当地小吃，很有代表性。金牌煎饺很大只，炸的金黄色，火候掌握的刚刚好。小份的招牌盐水鸭，分量很足，吃不了几口就略有点腻，味道还是不错的。天王烤鸭包，第一次吃鸭肉做的馅儿，很特殊的味道。金陵炸臭干，一支八小块，配着辣酱，闻着臭臭的，吃起来却很香。最惊喜的是蜜汁藕，藕做的不脆不绵，口感非常好，多吃了好几块。古法糖芋苗，基本就是藕粉加上芋苗，口感一般。民国美玲粥味道不错，甜甜的豆浆加点糯米，香甜可口，喝了两小碗。总体来说，第一站的小吃非常有地域特色，吃的很满足。""",,,,,,,,,,,,,,,,,,,,
1423,"""天气冷了，吃火锅真是不二的选择，正好同学聚会，就决定选在这家了。地铁直达，交通非常方便的，出了地铁口很快就能找到的。最近支付宝在搞活动，92折，挺划算的。餐厅非常大，干净整洁，没有其他火锅店的那种油腻感，而且桌子上都铺了桌布的，非常温馨清爽，主打是肥牛，肥牛的味道真的是超赞的，又嫩又好吃，口感好棒的，其他的配菜量也超级多的，很良心的。服务员的服务挺好的，很热情，汤不够了什么的都及时过来加的，微笑服务。性价比好高，下次聚会还是选在这里。""",,,,,,,,,,,,,,,,,,,,
1424,"""六点多一点就到了，可是已经开始排队了，四人桌已经有20多个在等了，等到差不多八点才等到位置。等位期间有提供茶水，也提前给了菜单选好了菜。里面位置还行，比较宽敞。点了萝卜烤鱼，是清江鱼，156元，不辣的，但是有一个推荐。大概30-40分钟上菜，但是实际比较快的，还能接受。果然就只有萝卜和鱼，然后一堆葱，不像其他的还有一堆配菜。配菜的话可以单点，4块钱一份，比较划算。中途掉了一个筷子，叫了三四个服务员也没能拿到，最后自己走出去才能拿到。水的话也是自己倒，重点是也没有人提醒说水在哪里倒。服务比较差。然后还点了一份春卷…直接上图好了…里面是鱼肉。埋单可以支付宝随机减免费用。""",,,,,,,,,,,,,,,,,,,,
1425,"""今天终于去了传说中的牛蛙面，看点评的时候各种对环境的脏乱差的点评，可是到了现场看了一下环境还不错啊，吃面你想要多高大上的环境呀，以前弄堂吃面环境更简陋呢，不过店小倒是真的，基本上坐着吃的同时旁边都有人站着等，感觉是比较不舒服，建议能打包还是打包吧。。。牛蛙很多，扑扑满，汤面鲜甜，稍许油了点，但是总体还是不错的，面条比较粗硬，嚼劲缺乏了点，吃完一整碗还是比较口味重的，吃一半正正好好，回味无穷！涨价了吧？现在29一碗了""",,,,,,,,,,,,,,,,,,,,
1426,"""这家店在鱼市街公交车站旁边，隔壁有85度，看着85度找比较方便

店面不大，类似奶茶店大小~

点单的时候，问我们是打包还是堂食，态度很好，没有因为团购就区别对待

我们选的堂食，刚开业的时候团的冰，3种口味可以选，就选了芒果芝士，给了一个数字1的牌子，去隔壁家饭店就餐，应该是之前约好的，挺方便

进了隔壁的店，一开始有点尴尬，后来服务员态度也很好，指引我们去没有放餐具的桌面，类似于专座~

和其他小伙伴晒的一样，芒果芝士分量挺足的，虽然是小份但3个人吃足够啦，旁边附一小罐炼奶，可以自己调味，倒进去就奶味很浓，上面的冰淇淋也好吃，也是芒果味的~

现在团购贵一点，不过下次路过我还想吃一次""",,,,,,,,,,,,,,,,,,,,
1427,"""芝罘区的老师们应该都知道这个地方，因为就是芝罘区教师进修学校旁边外面看很霸气，以为会挺贵的，结果发现不贵，而且人不多，菜也新鲜，种类还多，不错，如果有团购优惠券那就更好了。三个人点了四个菜加一份饺子，结果剩下好多，菜量挺足，口味也好，手撕牛肉也上桌了不太合适，海蜇口味挺好，不过吃完一碗之后牙快酸掉了，那个炸扒皮狼好吃，是种鱼，具体名字怎么写不知道。。。综合看点的菜看出这个餐馆口味比较清淡，辣炒大肠辣一点就好了。""",,,,,,,,,,,,,,,,,,,,
